Words,Length,AROU,CNC,SIZE
,,M,M,M
quack (duck),5,4.441,4.853,2.515
quality,7,5.441,2.788,5.29
quantity,8,3.382,3.824,4.794
quantum,7,4.571,2.875,4.939
quarrel,7,5.152,3.588,4.656
quarry,6,3.931,6,5.344
quay,4,3.5,6.032,4.433
queen,5,4.906,5.552,4.781
queen (gay),5,4.853,3.618,4.424
queen (king),5,5.576,6.091,5.576
quest,5,5.943,3.257,5.571
question,8,4.686,3.4,4.324
queue,5,2.636,5.71,3.727
quibble,7,3.387,3.033,2.897
quick,5,6,3.031,3.594
quiescent,9,4.353,2.308,4.308
quiet,5,4.063,3.387,3.032
quietly,7,3.758,3.152,2.313
quill,5,4.067,5.931,1.931
quit,4,4.242,3.485,4.212
quite,5,3.531,2.438,3.194
quitter,7,3.177,3.265,3.941
rabbi,5,3.839,5.303,3.75
rabbit,6,4.286,6.647,2.257
rabies,6,4.697,5.353,4.235
raccoon,7,4.094,6.6,2.886
race,4,4.853,4.412,4.212
race (colour),4,4.714,4.343,5.343
race (contest),4,5.871,4.788,4.677
racist,6,3.912,3.455,4.686
racket,6,4.515,5.529,3.25
racket (noise),6,4.969,4.324,5.161
racket (tennis),6,3.969,6.774,3.188
radiant,7,7.233,2.688,4.839
radiator,8,3.467,6.4,3.5
radio,5,5.063,6.097,3.29
rage,4,6.486,3.441,5.2
rail,4,3.667,6.219,4.441
railroad,8,3.969,6.484,5.121
rain,4,4.636,6.294,4.303
rainbow,7,6.088,6.143,5.514
rainforest,10,5.939,6.529,6.059
raise,5,5.206,3.788,4.909
raise (bring up),5,4.706,3.8,4.629
raise (increase),5,5.824,3.657,5.118
raise (lift),5,4.829,4.857,4.455
raisin,6,2.844,6.697,1.606
ranch,5,3.857,5.971,4.912
rancid,6,4.114,3.235,3.818
random,6,4.733,2.031,4.188
randy,5,6.226,2.867,4.313
range,5,2.849,3.485,4.882
range (array),5,3.5,3.177,4.412
range (outdoors),5,4.938,4.75,5.438
ranger,6,4.618,5.618,3.727
rank,4,4.563,3.559,4.677
rank (foul),4,3.75,2.97,4.094
rank (position),4,4.152,3.882,4.314
rape,4,5.324,5,5.677
rapist,6,5.059,5.371,5.114
rare,4,5.353,3.091,2.697
rare (uncommon),4,6.281,2.514,4.314
rare (uncooked),4,3.382,4.857,2.771
rash,4,3.571,5.029,2.943
rash (reckless),4,5.273,2.667,4.419
rash (skin),4,3.257,6.029,2.886
raspberry,9,5,6.563,2
rat,3,3.657,6.697,2.121
rat (animal),3,4.563,6.677,2.226
rat (inform),3,3.857,4.206,3.143
rate,4,4.061,3.515,3.788
rather,6,3.875,2.5,3.581
rating,6,3.471,3.03,3.559
ration,6,3.242,3.971,2.849
rattle,6,4.455,5.706,2.441
rattlesnake,11,5.469,6.656,3.406
raven,5,4.546,6.581,2.75
razor,5,5.636,6.645,2.281
react,5,5.294,3.353,4.094
reaction,8,4.818,3.771,4.206
read,4,5.571,4.743,4.343
real,4,5.314,3.686,4.8
realize,7,4.939,3,4.788
rear,4,4.343,4.857,3.286
rear (behind),4,4.571,5.371,3.667
rear (raise),4,3.849,3.344,4.219
reason,6,4.594,2.697,4.853
reasonable,10,3.971,2.412,4.629
reassure,8,5.219,2.909,4.333
reassuring,10,4.706,2.515,4.909
rebound,7,4.714,2.941,3.909
recall,6,4.156,3.333,3.906
recent,6,3.441,3.441,3.706
recital,7,3.849,4.485,3.788
recite,6,3.758,3.886,3.771
recognition,11,4.618,3.177,4.382
recognize,9,5.118,2.457,4.486
record,6,4.121,5.114,3.824
record (information),6,3.6,4.914,3.912
record (to register),6,3.516,4,3.563
rectangle,9,2.765,6.177,3.688
red,3,6.03,5.031,4.235
reduce,6,3.029,3.265,2.875
reef,4,4.839,6.065,4.844
reel,4,3.355,5.516,3.258
refill,6,3.971,4.686,3.886
reflect,7,4.452,3.313,4.6
reflection,10,5.281,4.273,4.636
reflex,6,4.941,4.088,3.636
refresh,7,5.429,2.743,3.758
refreshment,11,5.788,5.206,3.667
refrigerator,12,4.226,6.688,4.469
refugee,7,5.258,4.813,4.469
reggae,6,4.813,3.727,4
regime,6,5.219,3.091,5.323
region,6,3.086,4.971,5.206
regional,8,2.844,3.857,4.882
register,8,3.5,3.546,3.906
regret,6,3.647,2.714,5.206
regular,7,3.5,3.486,3.829
regulation,10,3.313,2.97,4.656
reindeer,8,4.971,6.429,4.229
reject,6,4.171,2.829,4.382
rejected,8,4.515,3.161,4.735
relate,6,4.121,2.647,3.971
relation,8,3.912,3.629,4.857
relative,8,4.875,4.212,4.5
relax,5,4.688,3.031,3.969
relaxing,8,3.406,3.088,4.364
relay,5,4.303,3.485,3.818
release,7,5.281,3.656,4.438
reliable,8,4.647,3.118,4.765
relic,5,4.546,4.844,3.879
relieved,8,5.152,3.029,4.714
religion,8,4,2,5.765
relish,6,5.5,3.543,4.088
remark,6,3.636,3.543,3.294
remarkable,10,6.629,2.629,5.529
remedy,6,4.567,3.281,4.25
remind,6,3.382,3.059,3.971
reminder,8,4.031,3.879,4.097
remorse,7,3.546,2.485,4.29
remorseful,10,3.906,2.807,4.375
remote,6,3.4,4.857,3.088
remote (controller),6,3.667,6.455,3.088
remote (distant),6,3.455,3.091,4.161
rendezvous,10,5.903,3.516,4.31
rent,4,3.412,5.171,4.229
repel,5,4.323,3.531,4.03
repent,6,3.875,2.667,4.424
replace,7,3.485,3.543,3.941
replacement,11,3.914,4.057,4.206
report,6,3.371,5.343,4.057
reporter,8,4.476,5.546,4.046
reptile,7,4.086,6.429,3.4
reptilian,9,4.143,4.943,3.546
request,7,4.677,2.871,4.097
rescue,6,6.364,4.226,4.943
research,8,5.387,3.844,5.3
researcher,10,4.807,4.813,4.625
resent,6,5.091,2.364,4.588
resentful,9,4.706,2.765,4.457
resentment,10,4.8,2.286,5.333
reserve,7,3.515,3.438,3.97
reserved,8,3.618,2.882,3.727
reset,5,3.813,3.281,3.219
resident,8,3.2,5.177,3.818
residential,11,3.303,4,4.063
residual,8,3.419,3.467,3.219
residue,7,3.091,4.735,2.677
resign,6,3.936,3.581,4.226
resort,6,4.367,4.344,4.613
respect,7,5.743,3.257,5.571
responsibility,14,4.647,2.794,5.941
responsible,11,5.265,3.114,5.429
rest,4,3.625,3.486,3.314
restaurant,10,5.6,6.303,4.971
restore,7,4.313,3.212,4.516
retail,6,4.529,4.765,4.941
retailer,8,4.265,5.118,4.324
reunion,7,5.375,3.484,5
reunite,7,5.629,3.824,4.903
reverent,8,4,3.107,4.12
reverse,7,4.097,3.313,4.097
review,6,3.824,4.086,3.794
revoke,6,4.364,3.129,4.5
revolt,6,5.774,3.375,5.194
revolting,9,4.438,2.576,5.088
revolution,10,6.469,3.333,6.441
revolve,7,4.324,3.735,4.257
revolver,8,4.939,6.485,3.382
reward,6,6.514,4.625,5.147
rhapsody,8,5.143,3.63,4.448
rheumatism,10,3.739,5.609,4.364
rhino,5,4.429,6.771,5.471
rhinoceros,10,5.125,6.849,5.273
rhyme,5,4.6,3.257,3.4
rhythm,6,6.4,3.486,4.147
ribs,4,4.059,6,3.029
rice,4,3.364,6.735,1.657
rich,4,6.412,4.143,5.647
riches,6,6.636,4.818,5.813
riddle,6,5.294,3.5,3.424
ride,4,5.706,4.771,4.206
rider,5,5.226,5.156,3.484
ridicule,8,3.743,2.824,4.441
ridiculous,10,5.97,2.677,4.727
rifle,5,5.441,6.546,3.6
right,5,5.118,3.412,4.471
right (correct),5,5.765,3.057,5.029
right (left),5,3.371,4.457,3.471
right (legal claim),5,3.971,3.571,4.886
rigid,5,3.567,4.125,3.594
ring,4,5.484,6.241,2.548
ring (jewellery),4,6.091,6.943,2.118
ring (sound),4,5.424,5.394,3.412
ring (surround),4,3.529,3.941,3.939
riot,4,5.969,5.031,6.097
ripe,4,4.324,4.2,3.457
risk,4,6.324,3.194,5.636
risky,5,6.469,2.394,5.031
ritual,6,5.333,2.7,4.813
ritualistic,11,5.969,2.219,4.548
rival,5,5.677,3.333,5
river,5,4.706,6.677,5.303
road,4,4,6.194,4.903
roar,4,7.147,4.743,5
robber,6,4.588,6.206,4.273
robbery,7,5.765,5.353,5.147
robe,4,3.774,6,3.029
robin,5,5.235,6.8,2.206
rock,4,3.914,6.571,3.286
rocket,6,6.438,6.515,5.818
rocket (go quickly),6,6.371,3.886,4.886
rocket (leaves),6,3.625,6.171,2.606
rocket (projectile),6,5.909,5.867,5.088
rod,3,3.375,6.294,2.6
rogue,5,5.606,3.529,4.182
role,4,4.281,3.515,4.273
roll,4,3.781,4.941,3.03
roll (bread),4,3.657,6.294,2.147
roll (turn over),4,4.364,4.606,3.344
rollercoaster,13,6.743,6.229,5.147
rolling,7,4.059,4.265,3.697
romance,7,7.086,3.486,5.5
romantic,8,7.265,2.824,5.029
romanticize,11,7.471,2.029,5.029
roof,4,3.781,6.656,4.677
roofer,6,3.576,5.412,3.5
rooster,7,4,6.147,3.118
root,4,3.469,5.656,3.375
rose,4,6.281,6.647,2.824
rot,3,3.781,4.788,3.824
rotten,6,4.063,4.677,3.594
rough,5,5.344,3.645,4
royal,5,5.313,4.063,5.25
rubble,6,4.313,6.032,4.097
ruby,4,4.941,5.909,2.943
rude,4,4.853,3.29,4.314
ruffle,6,4.781,4.606,3.129
rugby,5,4.903,5.69,4.469
ruin,4,4.853,3.794,5.303
ruined,6,4.257,3.429,4.882
ruler,5,3.859,6.091,3.597
ruler (leader),5,5.743,5.818,5.727
ruler (measure),5,2.765,6.314,2.914
rumour,6,5,2.657,4.147
run,3,6.286,5.171,4.273
run (race),3,6.344,5.121,4.788
run (series),3,3.882,3.794,4
run (stockings),3,4.125,4.781,3.059
run (test),3,3.853,4.121,3.903
runner,6,4.645,6.182,3.686
rural,5,3.875,4.273,4.485
rust,4,3.057,6.088,2.794
rusty,5,3.303,5.182,3.333
sack,4,3.088,5.5,3.281
sad,3,3.941,2.412,4.229
sadness,7,3.767,2.758,4.688
safe,4,4.912,3.5,4.697
safely,6,4.118,3.382,4.257
safety,6,3.849,3.118,4.735
sage,4,3.455,5.455,3.088
sage (herb),4,3.647,6.5,2.177
sage (wise man),4,4.625,4.618,4.143
sail,4,3.387,5.758,3.794
sailor,6,4.657,5.765,3.829
saint,5,4.219,4.152,5.156
salad,5,3.633,6.226,2.438
salary,6,5.515,4.794,4.588
sale,4,5.212,4.581,4.206
salmon,6,3.242,6.529,2.813
saloon,6,3.875,6,4.258
salsa,5,5.727,5.625,3.323
salt,4,3.257,6.364,1.914
salty,5,5.032,4,3.194
salutation,10,4.207,3.567,4.185
salute,6,5.094,5.364,3.909
salvage,7,4.471,3.588,4.353
salvaged,8,5,3.794,4.455
same,4,3.121,3.853,3.765
sandals,7,3,6.531,2.515
sandwich,8,4.719,6.686,2.529
sane,4,4.912,2.529,4.618
sanity,6,5.371,2.457,5.206
sapphire,8,5.813,6.333,2.758
satire,6,4.5,2.788,4.031
satisfaction,12,6.686,2.4,5.324
satisfied,9,5.939,3.226,4.97
sauce,5,3.765,6.324,2.743
sauna,5,5.286,6.424,3.943
sausage,7,4.303,6.563,2.563
savant,6,6.13,3.455,4.476
saviour,7,5.882,3.677,5.455
saxophone,9,5.576,6.286,3.853
scab,4,4.484,6.188,1.968
scald,5,5.177,4.906,3.882
scale,5,2.853,3.853,4.147
scale (fish),5,3.121,6.118,1.606
scale (magnitude),5,4.5,3.486,4.771
scale (musical),5,5.118,4.394,3.471
scale (weighing),5,3.588,6.086,3.706
scalp,5,3.636,6.438,2.515
scalpel,7,4.455,6.029,2.714
scandal,7,6.257,2.794,5.371
scapegoat,9,3.969,3.03,3.719
scar,4,4.177,6.088,2.943
scarce,6,3.697,3.333,2.818
scare,5,6.688,2.813,4.6
scarecrow,9,4.3,6.5,4.031
scared,6,5.353,2.912,4.5
scarf,5,3.344,6.563,2.936
scarlet,7,5.8,4.714,3.588
scars,5,5.438,6.091,3.943
scary,5,5.938,2.581,4.969
scent,5,5.563,3.813,3.647
sceptic,7,4.364,2.647,4.152
sceptical,9,4.324,2.743,4.03
scheme,6,3.849,3.424,4.441
scholar,7,4.771,5.5,4.906
school,6,4.333,6.429,4.788
science,7,6.029,4.371,6.114
scientific,10,5.2,4.229,5.618
scientist,9,5.182,5.939,4.727
scissors,8,4.657,6.735,2.8
scoop,5,3.97,4.6,2.656
scooter,7,4.438,6.593,3.469
scope,5,4.032,3.613,4.5
scorch,6,5.625,4.258,4.161
score,5,4.677,4.194,4.258
scored,6,5.613,3.548,4.233
scorn,5,4.879,2.594,4.379
scorpion,8,4.5,6.706,2.677
scrap,5,4,4.697,2.625
scream,6,6.857,4.794,5.471
screaming,9,6.563,4.355,5.719
screw,5,4.061,6.242,2.091
screw (builder),5,3.576,5.818,2.25
screw (sex),5,7.273,4.424,4.455
screwdriver,11,3.853,6.529,2.265
script,6,4.031,5.529,3.471
scrum,5,3.667,5.367,4.033
scum,4,4.206,4.412,3.5
scurvy,6,3.912,5,3.514
sea,3,5.546,6.057,6.057
seahorse,8,4.343,6.177,2.353
seal,4,4.094,5.969,3.161
seal (animal),4,4.257,6.588,4.147
seal (close),4,3.406,4.939,3.5
seasick,7,3.543,4.588,3.867
season,6,4.875,4.688,4.719
season (add spice),6,5.057,4.914,2.588
season (period of time),6,4.758,4.375,5.706
seasonal,8,5.059,3.333,5.219
seasonings,10,4.939,5.147,2.25
seat,4,3.265,6.667,3
second,6,3.182,4.559,2.735
second (position),6,4.152,4.606,3.606
second (unit of time),6,3.25,4.743,2.286
secretary,9,4.571,6.2,3.486
section,7,3.6,4.343,3.559
sector,6,2.656,3.97,4.125
secure,6,4.371,3.143,4.543
sediment,8,3.033,5.273,2.613
seduce,6,7.5,2.546,4.656
seduction,9,7.563,3.364,4.909
seed,4,4.758,6.323,2.061
seek,4,4.824,3.281,3.375
seesaw,6,4.057,6.559,3.706
seize,5,5.944,4.143,5.114
seldom,6,3.091,2.375,2.938
select,6,3.706,3.471,3.576
select (choose),6,4.941,3.429,4.406
select (elite),6,4.939,2.788,3.441
selection,9,4.353,4.147,4.486
selfish,7,4.824,3.029,4.788
sell,4,4.543,4.343,3.647
semester,8,3.938,4.031,4.613
send,4,3.882,3.735,3.636
senior,6,3.677,4.531,4.469
sensation,9,7.677,2.324,5.371
sensational,11,6.853,2.5,5.281
sense,5,5.857,2.529,4.706
sense (common),5,4.125,2.303,4.968
sense (feel),5,6.229,2.576,4.4
sensible,8,4.032,2.484,3.968
sensitive,9,5.206,2.576,3.824
sensual,7,6.882,3.061,4.656
sentence,8,3.469,5.063,3.156
sentence (phrase),8,3.371,4.559,3.147
sentence (prison),8,5.121,4.032,5.706
sentiment,9,4.656,2.273,4.727
sentimental,11,5.588,2.394,4.941
septic,6,4.177,4.588,3.576
serene,6,4.903,2.793,4.483
series,6,4.118,4.029,4.182
serious,7,3.879,3.171,5.091
sermon,6,2.818,4.265,3.906
serve,5,4.571,4.171,3.771
serve (perform duties),5,4.273,3.758,3.939
serve (tennis),5,4.029,4.912,3.647
service,7,3.853,3.857,4.412
services,8,4.406,4.097,4.5
session,7,4.03,3.647,3.788
set,3,3.412,4.657,3.75
set (determined),3,4.875,3.182,4.781
set (group),3,3.647,4.469,3.969
set (solidify),3,3.879,5.091,3.849
setback,7,4.091,3.182,4.156
settle,6,3.091,3.588,3.735
settlement,10,4.061,4.824,5.294
several,7,3.886,3.886,4.029
severe,6,5.206,2.471,5.029
sew,3,2.688,5.758,2.029
sewer,5,3.294,6.152,5.121
sex,3,7.424,5.229,4.588
sex (gender),3,6.147,3.943,5
sex (intercourse),3,7.485,6.242,5.061
sexual,6,7.686,3.559,4.657
sexy,4,7.719,2.879,5.273
shade,5,3.471,4.382,3.839
shade (out of the sun),5,3.75,5.656,4.387
shade (tint),5,3.343,4.088,3
shadow,6,4.625,4.794,4
shaft,5,5.065,5.5,3.7
shake,5,5.647,4.412,3.758
shaky,5,4.818,3.906,3.125
shallow,7,3.618,3.441,2.912
shame,5,3.971,2.8,4.706
shameful,8,4.515,2.441,5.088
shampoo,7,3.548,6.667,2.188
shape,5,3.471,5.182,3.853
share,5,4.471,3.343,4.677
shark,5,6.046,6.762,5.262
sharp,5,6.29,4.033,3.367
sharp (blade),5,5.371,5.314,3.882
sharp (smart),5,5.515,3.455,4.242
sharpen,7,5.514,4.371,3.257
shave,5,4.143,5.286,3.219
shawl,5,3.936,6.452,2.936
shear,5,3.906,4.129,3.25
sheep,5,3.719,6.808,3.355
sheepskin,9,3.697,6.382,3.559
sheer,5,4.529,3.294,3.743
sheer (thin),5,4.121,3.807,2.188
sheer (utter),5,4.355,2.833,4.581
shelf,5,3.118,6.607,3.294
shell,5,3.677,6.5,1.897
shell (military),5,5.147,5.914,4.333
shell (sea),5,4.375,6.667,1.844
shelter,7,3.829,5.206,4.559
sherry,6,4.71,6.333,2.8
shield,6,5.515,5.706,4.5
shine,5,6.286,4.571,4.514
shiny,5,5.967,4.188,3.212
ship,4,4.788,6.765,5.5
ship (boat),4,3.97,6.618,5.743
ship (transport),4,3.969,6.457,5.182
ships,5,4.719,6.633,5.606
shirt,5,4.133,6.828,3.094
shit,4,3.371,4.971,3.471
shock,5,5.807,3.452,5.156
shocking,8,5.75,2.576,5.281
shoe,4,4.265,6.765,2.829
shoes,5,4.212,6.613,2.788
shoot,5,5.029,5.118,4.594
shoot (film),5,5.094,5.063,4.548
shoot (gun),5,6.029,5.794,4.242
shoot (plant),5,3.546,6.294,2.735
shooting,8,6.029,5.818,5.182
shore,5,4.882,5.971,5.353
short,5,3.742,3.484,2.194
shortage,8,3.371,3.529,3.441
shot,4,5.364,5.235,3.529
shot (gun),4,5.571,5.909,3.758
shot (injection),4,5.118,5.771,2.857
shotgun,7,5.412,6.743,4.559
show,4,5.571,4.457,5
shrew,5,3.563,5.625,2.636
shrewd,6,4.429,2.714,3.088
shriek,6,5.853,4.353,4.971
shrill,6,5.212,3.533,3.71
shrimp,6,3.118,6.559,1.677
shroud,6,3.452,4.172,3.71
shrug,5,3.147,4.457,2.8
shudder,7,5.333,3.813,3.406
shuddering,10,4.529,4.294,3.594
shy,3,4.177,2.727,3
sick,4,3.727,4.636,4.375
sick (disgusting),4,4.2,3.471,4.029
sick (ill),4,4.333,4.029,4.618
sickness,8,3.794,4.743,4.886
sigh,4,3.059,4.265,2.882
signal,6,4.091,4.886,3.943
silence,7,3.531,3.343,3.971
silent,6,4.057,3.394,4.057
silk,4,5.719,6.344,2.71
silly,5,5.742,2.818,3.867
simmer,6,3.719,4.743,2.849
simple,6,4.29,2.719,3.125
sin,3,5.781,2.606,5.559
sincere,7,4.543,2.647,4.324
sing,4,6.375,5.387,4.633
singer,6,6,5.529,4.171
singular,8,3.419,4.182,2.677
sinister,8,5.212,2.636,4.636
sink,4,2.813,6.167,2.939
sink (dishes),4,2.588,6.5,2.853
sink (go down),4,3.412,4.206,3.455
sins,4,4.424,2.853,5.152
sissy,5,3.353,2.971,2.879
sister,6,4.969,6.114,4.457
sit,3,3.543,5.4,3.371
situation,9,4.559,3.771,4.971
skeleton,8,4.394,6.636,4.455
sketch,6,3.771,5.114,3.343
sketch (drawing),6,4.75,5.471,3.424
sketch (play),6,4.818,4.667,4.364
ski,3,5,6.118,3.559
skiing,6,5.758,5.697,3.688
skijump,7,5.914,6.2,5.389
skill,5,5.939,3.091,4.758
skilled,7,5.412,3.242,4.849
skin,4,5.774,6.484,4.094
skinny,6,5.029,4.771,2.242
skirt,5,5.061,6.879,2.969
skirt (clothes),5,5.371,6.529,2.588
skirt (go around),5,4.5,3.706,3.5
skis,4,4.633,6.182,3.061
skull,5,5,6.8,3.355
skunk,5,4.177,6.324,2.765
sky,3,5.606,5.257,6.343
skyline,7,5.03,5.743,5.771
skyscraper,10,4.571,6.5,6.171
slab,4,2.548,5.688,3.531
slack,5,3.206,3.559,3.618
slap,4,5.471,5.697,4.182
slash,5,5.235,4.152,4.125
slaughter,9,5.656,5.281,5.29
slaughterhouse,14,5.6,6.286,5.514
slave,5,5.092,5.048,4.152
sleek,5,5.588,2.849,3.424
sleep,5,5.273,4.75,4.273
sleepy,6,2.697,3.382,3.559
slide,5,4.697,5.657,4.061
slight,6,3.25,3.324,2.469
slight (little),6,3.057,3.618,2.29
slight (offend),6,4.394,3.057,4.057
slime,5,4.194,5.419,2.656
slimy,5,4.057,4.686,2.971
slip,4,4.657,4.971,3.457
slip (mistake),4,4.333,3.758,4
slip (notepaper),4,3.382,6.324,2.143
slip (slide),4,4.941,4.371,3.394
slippers,8,3.559,6.323,2.824
slippery,8,4.697,3.765,3.412
slope,5,3.6,5.735,4.735
slow,4,2.636,3.387,2.576
slug,4,2.677,6.786,1.613
slug (hit),4,4.303,4.406,3.938
slug (insect),4,2.471,6.727,1.697
sluggish,8,2.061,3.182,3.273
slum,4,4.065,4.875,5.032
slump,5,2.424,3.912,3.182
slush,5,3.294,5.294,3.088
small,5,3.424,3.714,1.886
smallpox,8,4.118,5.529,3.471
smart,5,6.5,2.829,4.971
smart (intelligent),5,6.324,3.2,5.118
smart (well-dressed),5,5.4,4.265,4.2
smash,5,5.969,4.469,4.419
smear,5,3.636,4.818,2.857
smell,5,4.441,4.303,3.8
smelly,6,3.571,4.029,3.563
smile,5,7.156,5.844,4.613
smiling,7,6.824,5.143,4.686
smoke,5,5.212,5.394,4.152
smoker,6,4.188,5.697,3.941
smooth,6,5.485,3.97,3.606
snack,5,5.029,6.118,2.424
snail,5,2.531,6.704,1.71
snake,5,4.909,6.714,3.091
snaked,6,4.188,3.419,3.375
snap,4,5.323,4.097,2.781
snapped,7,5,4.182,3.939
snatch,6,5.548,3.188,3.419
snob,4,4.303,3.313,3.849
snort,5,4.455,4.743,3.314
snow,4,6.629,6.514,4.429
snowman,7,5.824,6.371,4.086
snuggle,7,6.394,4.849,4.121
soak,4,4,4.714,3.514
soar,4,5.942,3.688,5.167
sob,3,4.156,4.353,3.314
sober,5,4.303,3.809,3.849
sobriety,8,4.448,3.143,4.448
social,6,5.844,2.727,5.219
socialist,9,4.742,3.233,4.733
society,7,4.853,3.515,6.281
sock,4,2.853,6.5,2.206
sock (clothes),4,3.424,6.656,2.121
sock (hit),4,4.412,4.258,3.455
sofa,4,3.265,6.647,4
soft,4,5.029,4.857,3.371
softly,6,4.727,3.177,2.529
soil,4,2.606,6.5,3.657
soil (earth),4,3.606,6.286,4.286
soil (mess up),4,3.314,3.353,4
solar,5,5.281,4.438,5.968
soldier,7,5.313,6.375,4.281
sole,4,3.324,5.412,3
sole (fish),4,2.906,6.118,2.559
sole (only),4,3.412,3.412,2.909
sole (shoe),4,2.516,6.25,2.813
solemn,6,2.906,2.548,3.625
solid,5,3.824,5.559,4.257
solution,8,4.879,3.121,4.97
solution (answer),8,5.152,3.182,5.125
solution (chemical),8,3.882,5.735,3.667
son,3,4.229,6.029,3.818
sonar,5,3.679,4.643,4.065
song,4,6.265,4.788,4.029
sonic,5,5.567,3.258,4.345
sonnet,6,4.516,4.656,3.5
soothe,6,4.677,3.057,3.743
soothing,8,4.771,3.229,3.853
sore,4,5.212,3.576,4.188
sorrow,6,3.657,2.765,4.457
soul,4,5.939,2.088,4.485
soup,4,3.875,6.188,2.697
sour,4,3.5,3.971,3.324
source,6,3.686,3.629,4.057
sovereign,9,4.133,4.1,5.172
sow,3,3.242,4.636,3.182
soya,4,3.353,5.235,2.647
spa,3,5.333,5.871,4.031
space,5,4.686,3.647,6.059
space (galaxies),5,6.765,4.941,6.471
space (room),5,4.343,4.529,4.8
spaceship,9,6.273,6.029,5.765
spade,5,3.633,6.419,3.097
spade (cards),5,3.969,6.206,2.114
spade (shovel),5,3.242,6.529,3.03
spank,5,6.571,4.529,3.886
spanner,7,2.75,6.719,2.419
spark,5,6.629,5.588,3.086
sparkle,7,6.529,3.939,3.387
speak,5,4.853,4.618,4.063
speaker,7,4.063,5.563,4.387
speaker (amplifier),7,5.086,6.314,5.029
speaker (orator),7,4.818,5.156,4.576
spear,5,5.844,6.091,4.061
special,7,6.824,2.206,5.382
speciality,10,5.576,2.943,4.281
spectacular,11,7.97,2.188,6.032
speech,6,5.333,4.667,4.794
speed,5,7.125,3.469,4.968
speedy,6,5.771,3.941,4.152
spell,5,4.469,3.857,3.771
spell (alphabet),5,3.941,4.429,3.543
spell (magical),5,6.657,2.429,4.5
spell (time period),5,3.636,2.758,3.939
spelling,8,3.4,3.735,4.057
sperm,5,5.353,6.429,2.514
sphere,6,4.452,5.242,4.031
spherical,9,3.969,4.871,3.75
spider,6,4.576,6.677,2.324
spin,4,5.382,4.441,3.314
spinach,7,3.152,6.667,2.375
spine,5,3.882,6.529,3.697
spire,5,4.129,5.844,4.903
spirit,6,6.375,2.469,5.156
spirit (drink),6,5.971,6.235,3.118
spirit (ghost),6,5.636,2.912,4.235
spirit (intention),6,5.629,2.171,5.171
spirit (soul),6,5.647,1.706,4.941
spit,4,3.813,6.029,2.6
split,5,3.879,4.118,3.061
sponge,6,3.314,6.029,2.5
sponsor,7,4.094,3.781,4.387
spooky,6,5.621,2.546,4.156
spoon,5,3.313,6.862,2.031
sport,5,5.059,5.706,4.714
sports,6,5.424,5.324,5.212
spot,4,3.75,5.531,2.133
spot (pimple),4,2.912,6.546,2.333
spot (stain),4,3.219,5.906,2
spouse,6,5.571,5.471,4.314
spray,5,3.882,5.452,3.457
spread,6,4.394,4,3.938
spread (food),6,4.177,5.735,3.182
spread (open),6,5,3.971,4.576
spree,5,6.067,3.033,4.467
spring,6,6.313,5.5,5
spring (coil),6,4.5,6.273,2.849
spring (jump),6,5.576,4.743,4.147
spring (season),6,7.294,5.314,5.324
spur,4,4.6,3.677,3
spurs,5,4.394,5.844,3.029
squad,5,4.688,5.03,5.188
square,6,2.515,6.125,3.303
squash,6,4.343,5.057,3.229
squash (crush),6,5.029,4.529,4.121
squash (sport),6,4.394,5.71,3.294
squash (vegetable),6,2.727,6.735,2.971
squat,5,4.543,5.417,3.265
squat (crouch),5,4.485,5.061,2.688
squat (short),5,3.353,4.265,2.455
squeeze,7,6.382,4.529,3.529
squid,5,3.807,6.697,3.065
squirrel,8,4.2,6.559,2.206
stab,4,6.182,5.177,4.441
stack,5,3.433,5.182,3.71
stadium,7,4.265,6.343,5.824
staff,5,3.294,5.882,4.088
staff (stick),5,3.735,6.229,3.371
staff (workforce),5,3.879,5.618,4.677
stag,4,5.71,6.429,4.625
stage,5,5.226,6,4.625
stagecoach,10,2.912,5.758,4.97
stagnant,8,3.069,3.267,3.621
stain,5,3.485,5.594,2.758
stake,5,4.758,4.758,3.613
stake (investment),5,3.697,3.912,5.091
stake (wooden),5,3.875,6.419,3.567
stale,5,2.548,3.813,3.161
stall,5,2.771,4.912,3.647
stall (hesitate),5,3.97,3.121,3.515
stall (kiosk),5,3.484,5.879,3.636
stallion,8,5.882,6.441,4.971
stammer,7,4.344,4.3,3.645
stamp,5,3.516,6.333,1.839
stance,6,4.514,3.618,4.647
stand,5,4.188,4.226,3.781
staple,6,2.765,6.147,2.412
staple (mainstay),6,3.1,4.037,3.857
staple (stationery),6,2.706,6.571,2.086
stapler,7,3,6.743,2.114
star,4,6.6,6.229,4.6
star (celebrity),4,5.697,4.667,4.849
star (sky),4,5.6,6,4.429
stare,5,5.387,4.065,3.469
starfish,8,4.171,6.286,2.265
stark,5,4.267,3.655,3.533
start,5,5.129,3.182,4.233
startle,7,6.281,3.727,3.706
starve,6,4.6,5.206,4.324
starving,8,4.813,3.75,5.424
statue,6,4.029,6.559,5.303
status,6,5.5,3.059,5.118
statute,7,3.484,4.464,4.556
stay,4,3.471,3.5,3.912
steak,5,5.273,6.633,3.406
steal,5,5.706,4.029,4.471
stealth,7,5.313,2.839,3.677
steam,5,4.419,5.424,3.594
steel,5,3.727,6.364,4.424
steep,5,4.908,4.493,4.742
